NCTId,BriefTitle,OverallStatus,StudyType,Phases,Conditions,LeadSponsorName,StartDate,StudyFirstPostDate,LastUpdatePostDate,Timestamp
NCT02958202,Extension Study of BMN 044 in Duchenne Muscular Dystrophy (DMD),TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,BioMarin Pharmaceutical,2016-04,2016-11-08,2018-01-26,2024-10-25T17:03:30.194190
NCT01523964,DART Electrical Impedance Myography (EIM) Trial in Duchenne Muscular Dystrophy (DMD) and Healthy Controls,COMPLETED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Dart Therapeutics. LLC,2012-02,2012-02-01,2013-12-09,2024-10-25T17:03:30.194190
NCT01388764,"Safety, Tolerability and Effects of L-Arginine in Boys With Dystrophinopathy on Corticosteroids",COMPLETED,INTERVENTIONAL,PHASE1,"Dystrophinopathy, Duchenne Muscular Dystrophy, Becker's Muscular Dystrophy",Massachusetts General Hospital,2012-01,2011-07-07,2012-07-03,2024-10-25T17:03:30.194190
NCT05689164,A Study to Understand the Long-term Safety and Effects of an Experimental Gene Therapy for Duchenne Muscular Dystrophy.,RECRUITING,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,Pfizer,2023-03-13,2023-01-19,2024-02-22,2024-10-25T17:03:30.194190
NCT02472990,Biomechanical and Morphological Changes in Dystrophic Muscle,UNKNOWN,INTERVENTIONAL,NA,Duchenne Dystrophy Muscular,"University Hospital, Brest",2015-07,2015-06-16,2018-03-16,2024-10-25T17:03:30.194190
NCT01380964,Research of Biomarkers in Duchenne Muscular Dystrophy Patients,COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy (DMD),Genethon,2011-06,2011-06-27,2016-08-17,2024-10-25T17:03:30.194190
NCT06128564,A Gene Delivery Study to Evaluate the Safety and Expression of Delandistrogene Moxeparvovec in Participants Under the Age of Four With Duchenne Muscular Dystrophy (DMD),RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Hoffmann-La Roche,2023-11-29,2023-11-13,2024-10-22,2024-10-25T17:03:30.194190
NCT00674843,The Efficacy of Using Far Infrared Radiation to Manage Muscular Dystrophies,UNKNOWN,INTERVENTIONAL,PHASE1,Muscular Dystrophies,GAAD Medical Research Institute Inc.,2008-05,2008-05-08,2009-08-17,2024-10-25T17:03:30.194190
NCT04585464,"A Study to Assess Safety, Tolerability, and PK of EDG-5506 in Healthy Volunteers and Becker Muscular Dystrophy Adults",COMPLETED,INTERVENTIONAL,PHASE1,"Healthy Volunteer, Becker Muscular Dystrophy","Edgewise Therapeutics, Inc.",2020-10-12,2020-10-14,2022-06-28,2024-10-25T17:03:30.194190
NCT06304064,Halt cardiomyOPathy progrEssion in Duchenne (HOPE-OLE),COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Capricor Inc.,2018-06-21,2024-03-12,2024-04-24,2024-10-25T17:03:30.194190
NCT00296621,Effect of Oral Glutamine on Muscle Mass and Function in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,"Muscular Dystrophy, Duchenne",Assistance Publique - Hôpitaux de Paris,2006-02,2006-02-27,2007-12-21,2024-10-25T17:03:30.194190
NCT03375164,A Gene Transfer Therapy Study to Evaluate the Safety of Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2018-01-04,2017-12-15,2024-05-23,2024-10-25T17:03:30.194190
NCT02525302,HT-100 Long-term Study in DMD Patients Who Completed HALO-DMD-02,TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Akashi Therapeutics,2015-05,2015-08-17,2019-03-12,2024-10-25T17:03:30.194190
NCT05096221,A Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2021-10-27,2021-10-27,2023-11-07,2024-10-25T17:03:30.194190
NCT01918384,"Phase II Study of NPC-14 (Arbekacin Sulfate) to Explore Safety, Tolerability, and Efficacy in Duchenne Muscular Dystrophy",UNKNOWN,INTERVENTIONAL,PHASE2,"Muscular Dystrophy, Duchenne",Kobe University,2013-08,2013-08-07,2015-09-03,2024-10-25T17:03:30.194190
NCT02485938,HOPE-Duchenne (Halt cardiomyOPathy progrEssion in Duchenne),COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2","Duchenne Muscular Dystrophy, Cardiomyopathy",Capricor Inc.,2016-01,2015-06-30,2018-07-20,2024-10-25T17:03:30.194190
NCT03333590,Gene Transfer Clinical Trial to Deliver rAAVrh74.MCK.GALGT2 for Duchenne Muscular Dystrophy,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Kevin Flanigan,2017-11-06,2017-11-07,2023-09-14,2024-10-25T17:03:30.194190
NCT02760264,A Study to Assess Vamorolone in Boys With Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"ReveraGen BioPharma, Inc.",2016-06,2016-05-03,2019-01-02,2024-10-25T17:03:30.194190
NCT05996003,NS-089/NCNP-02-201 in Boys With Duchenne Muscular Dystrophy (DMD),RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"NS Pharma, Inc.",2024-02-22,2023-08-16,2024-03-29,2024-10-25T17:03:30.194190
NCT00847379,Phase 2B Extension Study of Ataluren (PTC124) in Duchenne/Becker Muscular Dystrophy (DMD/BMD),TERMINATED,INTERVENTIONAL,PHASE2,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",PTC Therapeutics,2009-01-31,2009-02-19,2020-07-15,2024-10-25T17:03:30.194190
NCT05683379,AFFINITY BEYOND: Anti-AAV8 Antibody Assessment Study of Boys With DMD,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,REGENXBIO Inc.,2022-12-20,2023-01-13,2024-07-18,2024-10-25T17:03:30.194190
NCT00654784,Efficacy and Tolerability of Idebenone in Boys With Cardiac Dysfunction Associated With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy (DMD),Santhera Pharmaceuticals,2005-10,2008-04-09,2011-08-01,2024-10-25T17:03:30.194190
NCT06114056,"A Clinical Study Evaluating the Safety, Tolerability, and Initial Efficacy of Single Intravenous Infusion of JWK007 in Patients With Duchenne Muscular Dystrophy (DMD)",RECRUITING,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,West China Hospital,2024-01-22,2023-11-02,2024-01-17,2024-10-25T17:03:30.194190
NCT01125709,Comparative Study of Clinical Endpoint in DMD: Handheld Myometry (HHM) Versus CINRG Quantitative Measurement System (CQMS),COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Cooperative International Neuromuscular Research Group,2010-01,2010-05-18,2013-01-11,2024-10-25T17:03:30.194190
NCT05166109,A Study to Assess Vamorolone in Becker Muscular Dystrophy (BMD),RECRUITING,INTERVENTIONAL,PHASE2,Becker Muscular Dystrophy,"ReveraGen BioPharma, Inc.",2022-07-07,2021-12-21,2024-08-19,2024-10-25T17:03:30.194190
NCT03531788,Use of Dynamic Arm Supports to Promote Activities of Daily Living in Individuals With DMD,TERMINATED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Roxanna Marie Bendixen,2018-08-30,2018-05-22,2022-02-18,2024-10-25T17:03:30.194190
NCT04529707,Sleep Intervention in Young Boys With Duchenne Muscular Dystrophy,RECRUITING,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,University of Pittsburgh,2021-02-17,2020-08-28,2024-03-05,2024-10-25T17:03:30.194190
NCT06597656,A Gene Transfer Therapy to Evaluate the Safety and Efficacy of Delandistrogene Moxeparvovec (SRP-9001) Following Therapeutic Plasma Exchange (Plasmapheresis) in Participants With Duchenne Muscular Dystrophy (DMD) and Pre-existing Antibodies to AAVrh74,RECRUITING,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2024-09-18,2024-09-19,2024-10-16,2024-10-25T17:03:30.194190
NCT01247207,Study of Ataluren in Previously Treated Participants With Nonsense Mutation Dystrophinopathy (nmDBMD),ENROLLING_BY_INVITATION,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,PTC Therapeutics,2010-11-30,2010-11-24,2024-10-09,2024-10-25T17:03:30.194190
NCT03433807,Expanded Access Program for Idebenone in Participants With Duchenne Muscular Dystrophy (DMD),NO_LONGER_AVAILABLE,EXPANDED_ACCESS,,Duchenne Muscular Dystrophy,Santhera Pharmaceuticals,,2018-02-15,2023-04-21,2024-10-25T17:03:30.194190
NCT01603407,Finding the Optimum Regimen for Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,University of Rochester,2013-01,2012-05-23,2022-08-12,2024-10-25T17:03:30.194190
NCT03796637,A Study to Assess Dystrophin Levels in Participants With Nonsense Mutation Duchenne Muscular Dystrophy (nmDMD) Who Have Been Treated With Ataluren,COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,PTC Therapeutics,2019-04-11,2019-01-08,2022-04-05,2024-10-25T17:03:30.194190
NCT05209087,Effects of Parental Influence on Physical Activity Level and Participation in Children With Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Muscular Dystrophy, Duchenne",Hacettepe University,2020-03-01,2022-01-26,2022-09-09,2024-10-25T17:03:30.194190
NCT05066633,The Efficacy and Safety of Metoprolol as add-on Treatment to Standard of Care in Preventing Cardiomyopathy in Patients With DMD,RECRUITING,INTERVENTIONAL,PHASE3,"Muscular Dystrophy, Duchenne",Medical University of Gdansk,2021-08-18,2021-10-04,2021-10-04,2024-10-25T17:03:30.194190
NCT06100887,Phase 2 Study of EDG-5506 in Children and Adolescents with Duchenne Muscular Dystrophy Previously Treated with Gene Therapy (FOX),RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Edgewise Therapeutics, Inc.",2024-03-22,2023-10-25,2024-09-19,2024-10-25T17:03:30.194190
NCT02439216,Phase 1/2 Study in Boys With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2","Muscular Dystrophy, Duchenne",Catabasis Pharmaceuticals,2016-04,2015-05-08,2022-09-23,2024-10-25T17:03:30.194190
NCT01874275,Duchenne Muscular Dystrophy Clinical Trial,COMPLETED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,"Alan Neuromedical Technologies, LLC",2013-06,2013-06-11,2015-05-04,2024-10-25T17:03:30.194190
NCT03439670,A Study to Assess the Efficacy and Safety of Vamorolone in Boys With Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"ReveraGen BioPharma, Inc.",2018-06-29,2018-02-20,2023-03-09,2024-10-25T17:03:30.194190
NCT02847975,Sodium Nitrate to Improve Blood Flow,COMPLETED,INTERVENTIONAL,PHASE1,Becker Muscular Dystrophy,Cedars-Sinai Medical Center,2013-10,2016-07-28,2018-08-06,2024-10-25T17:03:30.194190
NCT00606775,The Preventive Efficacy of Carvedilol on Cardiac Dysfunction in Duchenne Muscular Dystrophy,UNKNOWN,INTERVENTIONAL,PHASE4,"Duchenne Muscular Dystrophy, Cardiomyopathies",Suzuka Hospital,2007-12,2008-02-05,2008-02-05,2024-10-25T17:03:30.194190
NCT01999075,Stacking Exercises Aid the Decline in FVC and Sick Time,COMPLETED,INTERVENTIONAL,PHASE4,Duchenne Muscular Dystrophy,Children's Hospital of Eastern Ontario,2013-03,2013-12-03,2018-12-24,2024-10-25T17:03:30.194190
NCT03603288,Phase III Study With Idebenone in Patients With Duchenne Muscular Dystrophy (SIDEROS-E),TERMINATED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,Santhera Pharmaceuticals,2018-07-04,2018-07-27,2021-12-03,2024-10-25T17:03:30.194190
NCT06054971,NSAA NON-Interventional Study Protocol,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,"Red Nucleus Enterprise Solutions, LLC",2023-10-02,2023-09-26,2023-11-22,2024-10-25T17:03:30.194190
NCT00104078,Study Evaluating MYO-029 in Adult Muscular Dystrophy,COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2","Becker Muscular Dystrophy, Facioscapulohumeral Muscular Dystrophy, Limb-Girdle Muscular Dystrophy",Wyeth is now a wholly owned subsidiary of Pfizer,2005-02,2005-02-23,2007-12-28,2024-10-25T17:03:30.194190
NCT05849688,Bicycle Training on Ventilatory Functions in Duchenne Muscular Dystrophy,NOT_YET_RECRUITING,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Beni-Suef University,2023-05-15,2023-05-09,2023-05-09,2024-10-25T17:03:30.194190
NCT00264888,Safety and Efficacy Study of PTC124 in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,PTC Therapeutics,2005-12,2005-12-13,2009-01-14,2024-10-25T17:03:30.194190
NCT06280209,"A Phase 1/2 Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BMN 351 in Participants With Duchenne Muscular Dystrophy",RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,BioMarin Pharmaceutical,2024-01-03,2024-02-28,2024-06-18,2024-10-25T17:03:30.194190
NCT04179409,"A 48-Week, Open Label, Study to Evaluate the Efficacy and Safety of AMONDYS 45, EXONDYS 51, VYONDYS 53 in Subjects With DuchenneMuscular Dystrophy Carrying Eligible DMD Duplications.",COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Kevin Flanigan,2020-02-18,2019-11-27,2023-10-26,2024-10-25T17:03:30.194190
NCT00018109,A Multicenter Randomized Placebo-Controlled Double-Blind Study to Assess Efficacy and Safety of Glutamine and Creatine Monohydrate in Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,PHASE3,"Muscular Dystrophy, Duchenne",National Center for Research Resources (NCRR),,2001-07-05,2005-06-24,2024-10-25T17:03:30.194190
NCT02069756,The Duchenne Registry,RECRUITING,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",The Duchenne Registry,2007-10,2014-02-24,2023-09-13,2024-10-25T17:03:30.194190
NCT01540409,"Efficacy, Safety, and Tolerability Rollover Study of Eteplirsen in Subjects With Duchenne Muscular Dystrophy",COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy (DMD),"Sarepta Therapeutics, Inc.",2012-02-27,2012-02-28,2020-03-30,2024-10-25T17:03:30.194190
NCT03985878,"A Study to Evaluate Safety, Tolerability, and Efficacy of Eteplirsen in Participants With Duchenne Muscular Dystrophy (DMD) Who Have Completed Study 4658-102 (NCT03218995)",TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2019-06-26,2019-06-14,2023-08-18,2024-10-25T17:03:30.194190
NCT01484678,Magnetic Resonance Imaging and Biomarkers for Muscular Dystrophy,RECRUITING,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",University of Florida,2020-09-01,2011-12-02,2024-07-24,2024-10-25T17:03:30.194190
NCT02246478,A Study of TAS-205 for Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,"Taiho Pharmaceutical Co., Ltd.",2014-09,2014-09-22,2021-06-04,2024-10-25T17:03:30.194190
NCT03521271,Investigation Of Factors Affecting Hand Functions in Nonambulatory Patients With Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Hacettepe University,2017-04-05,2018-05-11,2018-05-11,2024-10-25T17:03:30.194190
NCT01070511,Tadalafil in Becker Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE4,Becker Muscular Dystrophy,Cedars-Sinai Medical Center,2010-01,2010-02-18,2013-08-20,2024-10-25T17:03:30.194190
NCT04012671,A Registered Cohort Study on Duchenne Muscular Dystrophy,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,"Ning Wang, MD., PhD.",2019-07-01,2019-07-09,2021-03-22,2024-10-25T17:03:30.194190
NCT05661071,Neuropsychological Profiles of Children With Duchenne Muscular Dystrophy and Its Effects on Motor Functions,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Hacettepe University,2022-05-11,2022-12-22,2022-12-22,2024-10-25T17:03:30.194190
NCT05967793,Effect of Kinesiology Taping on Head and Trunk Control in Children With Duchenne Muscular Dystrophy,RECRUITING,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Egyptian Chinese University,2023-07,2023-08-01,2023-08-01,2024-10-25T17:03:30.194190
NCT06274983,DMD- Interactive Virtual Reality Study,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Sheffield Children's NHS Foundation Trust,2023-04-20,2024-02-23,2024-02-26,2024-10-25T17:03:30.194190
NCT02383511,Modified Diet Trial: A Study of SMT C1100 in Paediatric Patients With DMD Who Follow a Balanced Diet,COMPLETED,INTERVENTIONAL,PHASE1,"Muscular Dystrophy, Duchenne",Summit Therapeutics,2015-02,2015-03-09,2015-08-26,2024-10-25T17:03:30.194190
NCT01126697,Clinical Trial of Coenzyme Q10 and Lisinopril in Muscular Dystrophies,COMPLETED,INTERVENTIONAL,"PHASE2, PHASE3","Duchenne Muscular Dystrophy, Becker Muscular Dystrophy, Limb Girdle Muscular Dystrophy",Cooperative International Neuromuscular Research Group,2010-02,2010-05-20,2018-06-15,2024-10-25T17:03:30.194190
NCT02667483,Study of DS-5141b in Patients With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,"Daiichi Sankyo Co., Ltd.",2015-10,2016-01-29,2024-03-07,2024-10-25T17:03:30.194190
NCT00844597,Dose-Ranging Study of AVI-4658 to Induce Dystrophin Expression in Selected Duchenne Muscular Dystrophy (DMD) Patients,COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2009-01,2009-02-16,2015-10-06,2024-10-25T17:03:30.194190
NCT01963897,"Duchenne Muscular Dystrophy < 18y in Norway: Genotype/Phenotype, Growth, Puberty, Bone Health and Quality of Life.",COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Oslo University Hospital,2013-08,2013-10-16,2017-09-25,2024-10-25T17:03:30.194190
NCT05641805,Physical Activity Level and Cognitive Functions in Children With Duchenne Muscular Dystrophy,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Muş Alparlan University,2022-11-29,2022-12-08,2023-02-09,2024-10-25T17:03:30.194190
NCT02851797,Clinical Study to Evaluate the Efficacy and Safety of Givinostat in Ambulant Patients With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,Italfarmaco,2017-06-06,2016-08-02,2023-02-02,2024-10-25T17:03:30.194190
NCT02530905,Dose-Titration and Open-label Extension Study of SRP-4045 in Advanced Stage Duchenne Muscular Dystrophy (DMD) Patients,COMPLETED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2015-10-08,2015-08-21,2021-05-17,2024-10-25T17:03:30.194190
NCT02034305,Peak Cough Flow and Cough Clearance in Patients With Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,University of Pittsburgh,2014-01,2014-01-13,2024-02-05,2024-10-25T17:03:30.194190
NCT02571205,Testosterone Therapy for Pubertal Delay in Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Newcastle-upon-Tyne Hospitals NHS Trust,2015-11,2015-10-08,2021-04-13,2024-10-25T17:03:30.194190
NCT06412328,Psychoeducation Program for Parents of Children With DMD,COMPLETED,INTERVENTIONAL,NA,"Psychoeducation, Parents, Psychological Wellness, Duchenne Muscular Dystrophy",Lokman Hekim Üniversitesi,2023-06-21,2024-05-14,2024-05-14,2024-10-25T17:03:30.194190
NCT02810028,Acceptance and Commitment Therapy for Muscle Disease,COMPLETED,INTERVENTIONAL,NA,Muscle Diseases,King's College Hospital NHS Trust,2016-07,2016-06-22,2019-08-22,2024-10-25T17:03:30.194190
NCT05249361,Correlation Between Functional Capacity and Functional Capability in Duchenne Muscular Dystrophy,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Samsung Medical Center,2023-05-01,2022-02-21,2023-11-29,2024-10-25T17:03:30.194190
NCT00720161,Metformin in Children With Motor Deficit,COMPLETED,INTERVENTIONAL,NA,"Spina Bifida, Neuromuscular Diseases",Universitaire Ziekenhuizen KU Leuven,2006-11,2008-07-22,2024-06-17,2024-10-25T17:03:30.194190
NCT06485661,Effect of Captopril on GLS in Duchenne Myodystrophy,RECRUITING,INTERVENTIONAL,EARLY_PHASE1,Effect of Drug,Ain Shams University,2024-01-01,2024-07-03,2024-07-16,2024-10-25T17:03:30.194190
NCT00016653,Creatine and Glutamine in Steroid-Naive Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,"PHASE2, PHASE3","Muscular Dystrophy, Duchenne",Cooperative International Neuromuscular Research Group,2000-06,2001-05-23,2011-10-27,2024-10-25T17:03:30.194190
NCT03963453,Regular Physical Exercise in Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Muscular Dystrophy, Duchenne",Haukeland University Hospital,2021-02-01,2019-05-24,2023-03-01,2024-10-25T17:03:30.194190
NCT02760277,An Extension Study to Assess Vamorolone in Boys With Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"ReveraGen BioPharma, Inc.",2016-07-28,2016-05-03,2019-07-23,2024-10-25T17:03:30.194190
NCT02286947,Safety Study of Eteplirsen to Treat Advanced Stage Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,"Muscular Dystrophy, Duchenne","Sarepta Therapeutics, Inc.",2014-11,2014-11-10,2020-03-30,2024-10-25T17:03:30.194190
