NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT03319030,Aerobic Exercise in Boys With Duchenne Muscular Dystrophy (DMD),,COMPLETED,"This research study wants to learn more about Duchenne Muscular Dystrophy (DMD) and exercise. Today it is unknown how exercising impacts boys with DMD. The investigators believe that increasing activity and aerobic exercise may help with heart, lung, and muscle function. The investigators are hoping to compare physical strength and blood samples of boys with DMD to see if there are any differences between kids who exercised more as a child versus those who didn't.",False,Duchenne Muscular Dystrophy,,,microRNA levels,"Physical therapy assessment - 10 meter run test, Physical therapy assessment - North Star Ambulatory Assessment, Physical therapy assessment - time to standing from supine, Cardiac Assessments: Electrocardiogram (ECG), Cardiac Assessments: Echocardiogram (ECHO), Questionnaire: Pediatric Quality of Life: Neuromuscular module, Questionnaire: Physical Function Survey",Ann & Robert H Lurie Children's Hospital of Chicago,,MALE,2 Years,17 Years,CHILD,,43,OTHER,OBSERVATIONAL,,Aerobic Exercise DMD,,2017-09-01,2018-04-30,2018-09-30,2017-10-24,,2019-02-04,2024-12-10T07:22:19.264591
NCT03507530,Effects of Fear of Falling on Physical Performance and Quality of Life in Children With Duchenne Muscular Dystrophy,,UNKNOWN,"For ambulatory children with DMD, physiotherapy is aimed at protecting ambulation, improving motor performance to the best level and increasing quality of life. The investigators think that the treatment of children with Duchenne Muscular Dystrophy may become more effective with physiotherapy programs based on the comprehensive physiotherapy evaluation results, including the evaluation of fear of falling. This study investigates the fear of falling in children with Duchenne Muscular Dystrophy and questioning whether their fear of falling affects their quality of life and their physical performance.",False,"Neuromuscular Diseases, Duchenne Muscular Dystrophy, Dystrophy, Dystrophy, Muscular",OTHER,Assessments,Fear of Falling,"History of Falls, Posture Analysis, Performance Evaluation, Evaluation of Energy Consumption, Fatigue, Balance Assessment, Functional Walking Assessment, Gait Analysis, Ambulation Assessment, Quality of Life, Activity Limitation",Canan İpek,,ALL,6 Years,15 Years,CHILD,,40,OTHER,OBSERVATIONAL,,GO 18/45,,2018-04,2019-01,2019-01,2018-04-25,,2018-04-27,2024-12-10T07:22:19.264591
NCT06363357,"The Effect of a Muscle-mimicking, Fabric-type Shoulder Orthosis on Functional Movements of the Upper Limb in Patients With Duchenne Muscular Dystrophy",,RECRUITING,"The goal of this clinical trial is to investigate the effect of a muscle-mimicking, fabric-type shoulder orthosis on functional movements of the upper limb in patients with Duchenne muscular dystrophy.

The main questions it aims to answer are:

* What is the impact of the muscle-mimicking, fabric-type shoulder orthosis on upper limb functional movements in patients with Duchenne muscular dystrophy?
* Are there observable differences in upper limb function when the shoulder orthosis is worn versus when it is not?

Participants will:

* Receive education on how to wear and use the shoulder orthosis.
* Undergo evaluations, including assessment of upper limb performance, shoulder muscle strength testing, active range of motion measurements, assessment of functional workspace, goal attainment scale evaluation, surface electromyography, physiological measurements such as blood pressure and heart rate, fatigue assessment, and assessment for any musculoskeletal or skin-related issues.

Researchers will compare Duchenne muscular dystrophy patients before and while wearing and operating the shoulder orthosis to see if there are any significant effects on variables such as upper limb function, range of motion, functional workspace, goal attainment scale, and surface electromyography.",False,"Muscular Dystrophy, Duchenne, Orthotic Devices, Upper Extremity",DEVICE,Shoulder orthosis,"Performance of the upper limb module 2.0 (PUL 2.0), Active Range of motion, Functional workspace, Goal Attainment Scale (GAS), Surface electromyography (sEMG)",,Seoul National University Hospital,,ALL,10 Years,,"CHILD, ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,SUPPORTIVE_CARE,24B-007-0000,,2024-04-20,2025-12-31,2025-12-31,2024-04-12,,2024-06-21,2024-12-10T07:22:19.264591
NCT05280730,Assessment of Neurodevelopmental Needs in Duchenne Muscular Dystrophy,,RECRUITING,"Duchenne Muscular Dystrophy is a genetic disease that causes progressive muscle weakness. There is now substantial evidence that boys with this disease do not demonstrate age-related gains in their cognitive skills.

The goals of this study are (i) to use a technology-enabled neurobehavioral assessment called National Institutes of Health Toolbox Cognition Battery (NIHTB-CB) to assess brain development over time; (ii) engage with key-stakeholders to understand how neurodevelopmental problems like attention-deficit hyperactivity, autism spectrum affects individuals (and/or) families, so that we can understand meaningful effects of a potential treatment at an individual level, and (iii) to investigate using brain magnetic resonance imaging (MRI) changes in brain connectivity.",False,Duchenne Muscular Dystrophy,OTHER,No intervention,"Change in NIHTB-CB Total Cognition Score over time, Change in brain connectivity over time",,Virginia Commonwealth University,"Northwestern University, University of Rochester",ALL,3 Years,,"CHILD, ADULT, OLDER_ADULT",,90,OTHER,OBSERVATIONAL,,HM20016614,,2022-02-02,2024-12,2024-12,2022-03-15,,2024-04-16,2024-12-10T07:22:19.264591
NCT04371666,Phase 3 Trial of Pamrevlumab or Placebo With Systemic Corticosteroids in Participants With Non-ambulatory Duchenne Muscular Dystrophy (DMD),LELANTOS-1,TERMINATED,To evaluate the efficacy and safety of pamrevlumab versus placebo in combination with systemic corticosteroids in participants with non-ambulatory Duchenne muscular dystrophy (age 12 years and older).,True,Duchenne Muscular Dystrophy,"DRUG, DRUG, DRUG","Pamrevlumab, Placebo, Corticosteroids",Change From Baseline in the Total Score of Performance of Upper Limb (PUL) 2.0 Version at Week 52,"Change From Baseline in Percent Predicted Forced Vital Capacity (ppFVC) at Week 52, Assessed by Spirometry, Change From Baseline in the Grip Strength of the Hands at Week 52, Assessed by Hand Held Myometry (HHM), Change From Baseline in Left Ventricular Ejection Fraction Percentage (LVEF %) at Week 52, Assessed by Magnetic Resonance Imaging (MRI), Change From Baseline in Percent Predicted Peak Expiratory Flow (ppPEF) at Week 52, Assessed by Spirometry",FibroGen,,MALE,12 Years,,"CHILD, ADULT, OLDER_ADULT",PHASE3,98,INDUSTRY,INTERVENTIONAL,TREATMENT,FGCL-3019-093,2020-000698-26,2020-08-10,2023-02-13,2023-08-17,2020-05-01,2024-03-12,2024-03-12,2024-12-10T07:22:19.264591
NCT01834066,Study Safety and Efficacy of Bone Marrow Derived Autologous Cells for the Treatment of Muscular Dystrophy.,mdp,UNKNOWN,"This Study is single arm, single centre trial to check the safety and efficacy of Bone Marrow derived autologous cell(100 million per dose) for the patient with Duchenne Muscular Dystrophy.",False,"Muscular Dystrophy, Duchenne Muscular Dystrophy,",BIOLOGICAL,Stem Cell,Significant Improvement in Muscle strength by using Kinetics Muscle testing or by using MMT( manual muscle test }score,-Improvement of daily living scale and baseline in EMG(electromyography),"Chaitanya Hospital, Pune",,ALL,6 Years,25 Years,"CHILD, ADULT","PHASE1, PHASE2",25,OTHER,INTERVENTIONAL,TREATMENT,00101,,2014-09,2016-11,2016-12,2013-04-17,,2014-09-17,2024-12-10T07:22:19.264591
NCT04349566,Fast Troponin as a Biomarker to Assess Exercise-induced Muscle Damage in Muscle Diseases,,COMPLETED,"The purpose of the study is to explore the biomarker Fast Troponins response to exercise in patients with Becker muscular dystrophy, Limb-girdle muscular dystrophy and McArdle disease",False,"Becker Muscular Dystrophy, McArdle Disease, Limb-Girdle Muscular Dystrophy Type 2",,,Change in biomarkers,,Mads Peter Godtfeldt Stemmerik,"Edgewise Therapeutics, Inc.",ALL,18 Years,50 Years,ADULT,,36,OTHER,OBSERVATIONAL,,FAST TROPONIN,,2020-06-01,2021-12-20,2021-12-20,2020-04-16,,2022-10-27,2024-12-10T07:22:19.264591
NCT06692426,Ph I Trial of Cell Based Therapy for DMD,,NOT_YET_RECRUITING,"This is a single-center, single-arm, interventional phase 1 trial to evaluate the safety and tolerability of local injection of induced pluripotent stem cell (iPSC)- derived CD54+ allogeneic muscle progenitor cells in individuals with Duchenne muscular dystrophy (DMD)",False,Duchenne Muscular Dystrophy,"DRUG, DRUG","MyoPAXon, Tacrolimus",Maximal tolerable dose (MTD) of MyoPAXon,Proportion of patients developing humoral and cellular responses,"Masonic Cancer Center, University of Minnesota","Duchenne UK, Parent Project Muscular Dystrophy",ALL,18 Years,,"ADULT, OLDER_ADULT",PHASE1,8,OTHER,INTERVENTIONAL,TREATMENT,2021LS140,,2024-12-16,2027-03-03,2027-03-03,2024-11-18,,2024-11-18,2024-12-10T07:22:19.264591
NCT06540365,Applying the Pathways and Resources for Engagement and Participation Protocol Among People With Muscles Dystrophies,,NOT_YET_RECRUITING,"Taking part in community activities is essential for health and well-being. Yet, it is highly restricted for young people with Duchenne and Becker Muscular Dystrophies (DBMD), especially as they grow into adulthood. The Participation Pathways and Resources for Engagement and Participation (PREP) intervention is designed to help remove barriers in the environment.

This study aims to see if the PREP intervention is useful and practical for youth and young adults with DBMD. The main question is: How useful is the PREP intervention for improving participation in community-based activities chosen by the participants? Participants will start the study at different times (4, 5, or 6 weeks) and work one-on-one with an occupational therapist on a leisure activity of their choice. They will have eight sessions over 12 to 18 weeks to work on this activity.

They will use the Canadian Occupational Performance Measure (COPM) every week to track their performance and satisfaction with the chosen activity before, during, and after the intervention. The findings of this study can guide clinicians, families, and policymakers to select effective approaches that promote the participation of youth and young adults with DBMD in 'real world' activities they choose. It can also increase motivation and compliance and reduce the burden on the healthcare system, families, and people with DBMD themselves.",False,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",BEHAVIORAL,Pathways and Resources for Engagement and Participation (PREP),Canadian Occupational Performance Measure,,University of Haifa,McGill University,MALE,14 Years,30 Years,"CHILD, ADULT",NA,6,OTHER,INTERVENTIONAL,TREATMENT,DBMD PREP Intervention,,2024-08,2025-02,2025-02,2024-08-06,,2024-08-06,2024-12-10T07:22:19.264591
NCT04336826,A Study to Evaluate the Safety and Pharmacokinetics of Ataluren in Participants From ≥6 Months to <2 Years of Age With Nonsense Mutation Duchenne Muscular Dystrophy (nmDMD),,COMPLETED,"This study is designed to evaluate safety, tolerability, and pharmacokinetics (PK) in male children with nmDMD aged ≥6 months to \<2 years treated daily for 24 weeks with orally administered ataluren 10, 10, and 20 milligrams/kilogram (mg/kg) (morning, mid-day, and evening dose, respectively).",True,Nonsene Mutation Duchenne Muscular Dystrophy,DRUG,Ataluren,Number of Participants With Treatment-Emergent Adverse Events (TEAEs),"Area Under the Concentration-Time Curve From Time 0 to 24 Hours (AUC0-24) of Ataluren, Area Under the Concentration-Time Curve Between Dosing Interval (AUC0-τ) of Ataluren, Maximum Concentration (Cmax) of Ataluren, Time to Maximum Plasma Concentration (Tmax) of Ataluren, Trough Concentration (Ctrough) of Ataluren",PTC Therapeutics,,MALE,6 Months,2 Years,CHILD,PHASE2,6,INDUSTRY,INTERVENTIONAL,TREATMENT,PTC124-GD-048-DMD,2020-000980-21,2021-12-29,2023-08-07,2023-08-07,2020-04-07,2024-04-01,2024-04-01,2024-12-10T07:22:19.264591
NCT03675126,An Open-Label Extension Study for Patients With Duchenne Muscular Dystrophy Who Participated in Studies of SRP-5051 (Vesleteplirsen),,TERMINATED,"The purpose of this extension study is to evaluate the safety, tolerability, and pharmacokinetics of repeat administrations of SRP-5051 (vesleteplirsen) in participants with Duchenne muscular dystrophy (DMD) who participated in studies of SRP-5051.",True,"Muscular Dystrophy, Duchenne",DRUG,SRP-5051,Number of Participants Experiencing Treatment-emergent Adverse Events (TEAEs),Plasma Concentration of SRP-5051,"Sarepta Therapeutics, Inc.",,MALE,4 Years,,"CHILD, ADULT, OLDER_ADULT","PHASE1, PHASE2",15,INDUSTRY,INTERVENTIONAL,TREATMENT,5051-102,,2018-12-19,2021-08-25,2021-08-25,2018-09-18,2024-09-19,2024-09-19,2024-12-10T07:22:19.264591
NCT05933057,"Efficacy, Safety and Tolerability of Givinostat in Non-ambulant Patients With Duchenne Muscular Dystrophy",ULYSSES,RECRUITING,"This is a randomised, double-blind, placebo-controlled, multicentre study to evaluate the efficacy, safety, and tolerability of givinostat in non-ambulant male paediatric (aged 9 to \<18 years) patients with DMD. 138 patients will be randomised 2:1 to givinostat or placebo and will be treated for 18 months.

* Planned screening duration: approximately 4 weeks (±14 days)
* Planned treatment duration: 18 months (approximately 72 weeks)
* Planned follow-up duration: 4 weeks (±7 days) (for patients not participating in the long-term safety study)
* Total duration of study participation: up to 83 weeks (ie, 20-21 months)",False,Duchenne Muscular Dystrophy,"DRUG, DRUG","Givinostat, Placebo",Change of Performance of Upper Limb 2.0 (PUL) total score at 18 months of treatment of givinostat compared to placebo group.,"Change from baseline of Peak Expiratory Flow percent predicted (PEF%p) at 18 months of treatment of givinostat compared to placebo group, Change from baseline of Forced Vital Capacity percent predicted (FVC%p) at 18 months of treatment of givinostat compared to placebo group, Cumulative loss of PUL total score over 18 months of treatment of givinostat compared to placebo group., Type, incidence, and severity of treatment-emergent adverse events, Proportion of patients experiencing treatment-emergent adverse events, Change from baseline vital signs and clinical laboratory tests, Change from baseline electrocardiogram and echocardiogram, Time to assisted ventilation and rate of respiratory infection including duration, severity of respiratory infection and use of antibiotics, of givinostat compared to placebo group.",Italfarmaco,Fortrea,MALE,9 Years,17 Years,CHILD,PHASE3,138,INDUSTRY,INTERVENTIONAL,TREATMENT,DSC/14/2357/50,"2023-503521-19, U1111-1295-1799, 1008441, 277453",2024-02-19,2028-02,2028-02,2023-07-06,,2024-12-09,2024-12-10T07:22:19.264591
