NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,MinimumAgeMonths,MaximumAgeMonths,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT04111536,Developing Oral LT3 Therapy for Heart Failure - HFpEF,DOT3HF-HFpEF,Completed,"Investigation of the safety, feasibility, and preliminary efficacy of thyroid hormone therapy with Liothyronine (LT3) in individuals with heart failure with preserved ejection fraction (HFpEF) and low triiodothyronine (T3) syndrome by conducting a randomized, double-blind, placebo-controlled cross-over study with a two-week washout period between treatments.",True,"Heart Failure With Preserved Ejection Fraction, Low Triiodothyronine Syndrome","Drug, Other","liothyronine, Placebo","Number of Participants With Atrial Fibrillation or Ventricular Tachycardia >=4 Beats, T3 Level","Peak Maximal Rate of Oxygen Consumption During Exercise (VO2 Max), Measure of Quality of Life, Actigraphy, NT-proBNP Levels",University of Pennsylvania,"National Heart, Lung, and Blood Institute (NHLBI)",All,18 Years,,216.0,0.0,"Adult, Older Adult","Phase1, Phase2",28,Other,Interventional,Treatment,833681p,1R61HL146390-01,2020-03-08,2023-10-31,2023-10-31,2019-10-01,2025-01-08,2025-01-08,2025-07-22T14:56:11.992789
NCT01726049,Sildenafil in HFpEF (Heart Failure With Preserved Ejection Fraction) and PH,,Completed,Aim of the study is to investigate whether Sildenafil treatment results in a reduction of pulmonary artery pressure without decrease of cardiac output (CO) and in improvement of exercise capacity in patients with heart failure with preserved ejection fraction (HFpEF) with pulmonary hypertension ( PH).,True,"Heart Failure, Diastolic, Pulmonary Hypertension","Drug, Drug","Sildenafil, Placebo",Mean Pulmonary Artery Pressure Measured by Right Heart Catheterization,"VO2max, Cardiac Output Measured Invasively by Right Heart Catheterization, Wedge Pressure Measured Invasively by Right Heart Catheterization",University Medical Center Groningen,Pfizer,All,18 Years,,216.0,0.0,"Adult, Older Adult",Phase3,52,Other,Interventional,Treatment,Sildenafil Groningen Study,,2011-10-01,2014-09-01,2014-12-01,2012-11-14,2016-03-21,2016-03-21,2025-07-22T14:56:11.992789
NCT02916225,High Intensity Interval Training Versus Moderate Continuous Training in Heart Failure With Preserved Ejection Fraction,,Completed,The purpose of this study is to determine whether high intensity interval training (HIIT) is superior to moderate continuous training in increasing cardiopulmonary capacity in heart failure with preserved ejection fraction patients.,False,"Heart Failure, Diastolic Heart Failure","Behavioral, Behavioral","High Intensity Interval Training, Moderate Continuous Training",Maximal Oxygen Consumption,"Diastolic Function, Pulmonary function tests, Respiratory muscle strength, Quality of life",Hospital de Clinicas de Porto Alegre,,All,35 Years,75 Years,420.0,900.0,"Adult, Older Adult",Na,19,Other,Interventional,Treatment,140362,,2014-06-01,2017-03-01,2018-03-01,2016-09-27,,2018-04-03,2025-07-22T14:56:11.992789
NCT06994325,Testing the CHAT Program for Patients With Heart Failure,,Not Yet Recruiting,"The researchers are studying whether an intervention that involves video-based educational content and a health coach is acceptable, feasible, and effective for people with Heart Failure with Preserved Ejection Fraction (HFpEF).",False,HFpEF - Heart Failure With Preserved Ejection Fraction,"Behavioral, Behavioral","Conversations Helpful for Awareness of Illness Trajectory (CHAT) Intervention, Standard of Care (SOC)",Mean Change from Baseline on the Self-Care of Heart Failure Index (SCHFI) Summary Score at 90 Days,"Scores on the Feasibility of Intervention Measure (FIM) at 90 Days, Scores on the Intervention Appropriateness Measure (IAM) at 90 Days, Scores on the Acceptability of Intervention Measure (AIM) at 90 Days, Mean Change from Baseline on the Advance Care Planning Engagement Survey at 90 Days, Mean Change from Baseline on the Advance Care Planning Readiness Scale at 90 Days, Mean Change from Baseline for Percentage of Participants Completing a Health Care Proxy Form at 90 days, Mean Change from Baseline for Percentage of Participants Completing a Living Will Form at 90 days, Mean Change from Baseline on the Perceived Health Competency Scale (PHCS) at 90 Days, Mean Change from Baseline on the Patient Activation Measure (PAM) at 90 Days, Mean Change from Baseline on The Human Connection (THC) Scale at 90 Days, Mean Change from Baseline on the Basic Psychological Need Satisfaction and Frustration Scale (BPNSF) Relatedness Subscale at 90 Days",Weill Medical College of Cornell University,National Institute on Aging (NIA),All,60 Years,,720.0,0.0,"Adult, Older Adult",Na,50,Other,Interventional,Supportive Care,24-07027766,1R21AG077092-01A1,2025-05-30,2026-01-01,2026-01-01,2025-05-29,,2025-05-29,2025-07-22T14:56:11.992789
NCT02744339,Pharmacodynamic Effects of Riociguat in Pulmonary Hypertension and Heart Failure With Preserved Ejection Fraction,DYNAMIC,Completed,"The primary objective of this study is to

• Assess the pharmacodynamic profile of riociguat in subjects with symptomatic pulmonary hypertension and heart failure with preserved ejection fraction

The secondary objectives of this study are to

* Assess safety and tolerability of riociguat in this study population
* Assess changes in dimensions of left and right ventricles and cardiac function parameters using cardiac magnetic resonance imaging",False,"Hypertension, Pulmonary, Heart Failure With Normal Ejection Fraction","Drug, Drug","Riociguat, Placebo","Change from baseline of cardiac output at rest, measured by right heart catheterization","Change from baseline in cardiac magnetic resonance imaging parameters, Change from baseline in cardiac magnetic resonance imaging parameters, Change from baseline in cardiac magnetic resonance imaging parameters, Change from baseline in cardiac magnetic resonance imaging parameters, Change from baseline in hemodynamic parameters other than cardiac output, Change from baseline in hemodynamic parameters other than cardiac output, Change from baseline in hemodynamic parameters other than cardiac output, Change from baseline in hemodynamic parameters other than cardiac output, Change from baseline in WHO functional class, Change from baseline in biomarker levels",Medical University of Vienna,,All,18 Years,80 Years,216.0,960.0,"Adult, Older Adult",Phase2,118,Other,Interventional,Treatment,RIO-40400,2014-003055-60,2016-03-01,2020-08-01,2020-09-01,2016-04-20,,2020-11-04,2025-07-22T14:56:11.992789
NCT05672836,ENAVOgliflozin Outcome Trial in Patients With Severe Aortic Stenosis After Transcatheter Aortic Valve Replacement,ENAVO-TAVR,Recruiting,"The goal of this trial is to to determine whether use of a novel SGLT2 inhibitor, Enavogliflozin 0.3 mg once daily is superior to placebo, when added to standard-of-care, in reducing the composite of major cardiovascular events and Heart Failure events (hospitalization for Heart Failure or urgent Heart Failure visit) among patients who underwent transcatheter aortic valve replacement for severe aortic stenosis and with heart failure with preserved ejection fraction.",False,"Aortic Valve Stenosis, Heart Failure","Drug, Drug","Enavogliflozin, Standard-of-Care",Time from randomization to first occurrence of a composite of major adverse cardiovascular events* or hospitalization for heart failure,"Event rate of death from any cause, Event rate of nonfatal myocardial infarction, Event rate of nonfatal stroke, Event rate of hospitalization for heart failure, Event rate of Composite renal endpoint, Event rate of Rehospitalization for any reason, Changes in measures of cardiac volume and function assessed by serial echocardiography, Changes in New York Heart Association (NYHA) functional class and the Kansas City Cardiomyopathy Questionnaire (KCCQ) summary score, Serial change in NT-proBNP, Event rate of the safety events","Duk-Woo Park, MD","CardioVascular Research Foundation, Korea, Daewoong Pharmaceutical Co. LTD.",All,19 Years,,228.0,0.0,"Adult, Older Adult",Phase4,1040,Other,Interventional,Treatment,AMCCV2023-01,,2024-12-18,2026-12-01,2027-04-01,2023-01-05,,2025-06-11,2025-07-22T14:56:11.992789
NCT05236413,The Effect of a High Fiber Diet and High-Intensity Interval Exercise in Patients With HFpEF,,Recruiting,"This study is trying to find out how best to improve common measures of health and survival in those diagnosed with heart failure with preserved ejection fraction (HFpEF) through the implementation of 4 weeks of an exercise training program consisting of high intensity interval training, dietary approaches to stop hypertension (DASH diet), or a combination of the two. Currently there are not established guidelines that have been shown to improve clinical end points in those with this HFpEF.",False,Heart Failure With Preserved Ejection Fraction,"Behavioral, Behavioral, Behavioral","High Intensity Interval Exercise, Dietary Approaches to Stop Hypertension (DASH) Diet, Exercise + DASH Diet",VO2peak,"Diastolic Function, Ejection Fraction, Global Longitudinal Strain, Blood pressure, Carotid-Femoral Pulse Wave Velocity, Body Composition, Physical Activity Enjoyment Scale, Minnesota Living with Heart Failure Questionnaire, Epworth Sleepiness Questionnaire, Pittsburgh Sleep Quality Index, Circadian Type Questionnaire, Sleep Apnea",University of Virginia,Grain Foods Foundation,All,40 Years,,480.0,0.0,"Adult, Older Adult",Na,36,Other,Interventional,Supportive Care,HSR210393,,2022-04-01,2025-08-01,2025-08-01,2022-02-11,,2024-05-07,2025-07-22T14:56:11.992789
NCT02147613,High Intensity Interval Exercise in Diastolic Heart Failure,,Completed,"Heart failure is a major health concern and is the leading cause of hospitalization among elderly Americans. Currently 5.7 million Americans are estimated to have heart failure and the estimated direct and indirect costs of treating heart failure are approximately $37.2 billion. Approximately 40% of those diagnosed with heart failure will have heart failure with preserved ejection fraction (HFPEF). These individuals have significant restrictions in their ability to carry out activities of daily living. Exercise training has been established as adjuvant therapy in heart failure. Although exercise training guidelines for treatment of heart failure with reduced ejection fraction (HFREF) are well established, no consensus exercise guidelines exist for management of HFPEF. Aerobic and cardiovascular adaptations are generally greater after high-intensity exercise training; interval-type exercise facilitates this type of training because it allows for rest periods that make it possible for patients with heart failure to perform short (e.g., 1-4 minutes) work periods at intensities that are higher than would be possible during continuous exercise. High-intensity aerobic interval training presents a unique, yet untested, therapeutic modality for the exercise training of patients with heart failure with preserved ejection fraction. Pilot testing is warranted, results of which may have important implications for reducing cardiovascular risk, increasing short- and long-term quality of life and survival, and reducing healthcare costs in this patient population. The investigators primary specific aim is to determine the efficacy of a novel, high-intensity aerobic interval exercise training program for improving VO2peak (peak oxygen uptake), endothelial function, and arterial stiffness in patients with HFPEF. The investigators secondary aim is to determine whether the vascular changes are correlated with the changes in VO2peak.",True,Diastolic Heart Failure,"Other, Other","High intensity interval training, Moderate intensity exercise training",Left Ventricular Diastolic Dysfunction,VO2peak,Arizona State University,"Mayo Clinic, University of Alberta",All,40 Years,80 Years,480.0,960.0,"Adult, Older Adult",Na,19,Other,Interventional,Treatment,Mayo-ArizonaSU Seed 93016001,,2010-11-01,2012-04-01,2012-04-01,2014-05-28,2019-04-12,2019-04-12,2025-07-22T14:56:11.992789
NCT03794518,Effect of Dapagliflozin Plus Low Dose Pioglitazone on Hospitalization Rate in Patients With HF and HFpEF,,Unknown,"The prevalence of type 2 diabetes mellitus (T2DM) in Qatar and nations worldwide has increased in recent decades into epidemic proportions. Cardiovascular (CVD) disease is the leading cause of death in T2DM patients. Approximately 80% of T2DM patients will die because of CV cause. Congestive heart failure (CHF) is a major cause of CV death in T2DM, and it also is responsible for significant morbidity and health care expenditure due to high rate of hospitalization for heart failure.",False,Risk Reduction,"Drug, Drug","Pioglitazone Plus dapaglifliozin, Placebo",Time to first hospitalization for heart failure after starting intervention,Number of all cause mortality,Hamad Medical Corporation,,All,18 Years,80 Years,216.0,960.0,"Adult, Older Adult",Phase3,648,Industry,Interventional,Health Services Research,IRGC-04-SI-17-116,,2019-03-01,2021-09-01,2021-12-01,2019-01-07,,2019-01-07,2025-07-22T14:56:11.992789
NCT03617848,Optimising Management of Patients With Heart Failure With Preserved Ejection Fraction in Primary Care,OPTIMISEHFpEF,Completed,"Heart failure (HF) accounts for 2% of National Health Service (NHS) expenditure, and 5% of emergency hospitalisations. Patients with HF with preserved ejection fraction (HFpEF) are older, have more comorbidities, have similarly poor or worse outcomes compared to patients with reduced ejection fraction (HFrEF), and currently lack an evidence base for treatment. The investigators hypothesise that outcomes of patients with HFpEF can be improved through optimised management and self-management of comorbidities, fluid status and lifestyle delivered in primary care in collaboration with specialists. The primary aim is to develop a programme of optimised management by improving understanding of needs and experiences of patients with HFpEF, clinical decision-making and management in primary care, and integrating research findings with patient and clinical expertise. The main objective for this work package is to identify patients with HFpEF in primary care and assess comorbidities and other factors, management, morbidity and mortality at one year. The methodology employed will be a longitudinal cohort study of 270 patients with HFpEF in primary care followed for 12 months.",False,Heart Failure With Preserved Ejection Fraction,,,"Morbidity, Mortality","Kansas City Cardiomyopathy Questionnaire, 6 Minute Walk Test, Montreal Cognitive Assessment (MOCA)",Professor Christi Deaton,"University of Oxford, Keele University, University of Manchester",All,16 Years,,192.0,0.0,"Child, Adult, Older Adult",,153,Other,Observational,,234872,,2018-07-17,2020-11-30,2021-03-30,2018-08-07,,2022-02-15,2025-07-22T14:56:11.992789
